Year,UnqID,Date,Weather,Time,Day,Round,Dir,Path,Mode,Count
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,11:45:00,Weekday,A,Northbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,12:00:00,Weekday,A,Northbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,12:15:00,Weekday,A,Northbound,n/a,Private cycles,2
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,12:30:00,Weekday,A,Northbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,12:45:00,Weekday,A,Northbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,13:00:00,Weekday,A,Northbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,13:15:00,Weekday,A,Northbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,13:30:00,Weekday,A,Northbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,13:45:00,Weekday,A,Northbound,n/a,Private cycles,2
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,14:00:00,Weekday,A,Northbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,14:15:00,Weekday,A,Northbound,n/a,Private cycles,2
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,14:30:00,Weekday,A,Northbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,14:45:00,Weekday,A,Northbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,15:00:00,Weekday,A,Northbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,15:15:00,Weekday,A,Northbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,15:30:00,Weekday,A,Northbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,15:45:00,Weekday,A,Northbound,n/a,Private cycles,2
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,16:00:00,Weekday,A,Northbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,16:15:00,Weekday,A,Northbound,n/a,Private cycles,2
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,16:30:00,Weekday,A,Northbound,n/a,Private cycles,2
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,16:45:00,Weekday,A,Northbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,17:00:00,Weekday,A,Northbound,n/a,Private cycles,2
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,17:15:00,Weekday,A,Northbound,n/a,Private cycles,3
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,17:30:00,Weekday,A,Northbound,n/a,Private cycles,2
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,17:45:00,Weekday,A,Northbound,n/a,Private cycles,2
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,18:00:00,Weekday,A,Northbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,18:15:00,Weekday,A,Northbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,18:30:00,Weekday,A,Northbound,n/a,Private cycles,3
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,18:45:00,Weekday,A,Northbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,19:00:00,Weekday,A,Northbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,19:15:00,Weekday,A,Northbound,n/a,Private cycles,2
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,19:30:00,Weekday,A,Northbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,19:45:00,Weekday,A,Northbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,20:00:00,Weekday,A,Northbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,20:15:00,Weekday,A,Northbound,n/a,Private cycles,2
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,20:30:00,Weekday,A,Northbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,20:45:00,Weekday,A,Northbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,21:00:00,Weekday,A,Northbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,21:15:00,Weekday,A,Northbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,21:30:00,Weekday,A,Northbound,n/a,Private cycles,2
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,21:45:00,Weekday,A,Northbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,06:00:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,06:15:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,06:30:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,06:45:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,07:00:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,07:15:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,07:30:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,07:45:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,08:00:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,08:15:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,08:30:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,08:45:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,09:00:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,09:15:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,09:30:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,09:45:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,10:00:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,10:15:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,10:30:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,10:45:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,11:00:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,11:15:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,11:30:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,11:45:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,12:00:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,12:15:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,12:30:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,12:45:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,13:00:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,13:15:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,13:30:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,13:45:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,14:00:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,14:15:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,14:30:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,14:45:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,15:00:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,15:15:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,15:30:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,15:45:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,16:00:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,16:15:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,16:30:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,16:45:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,17:00:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,17:15:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,17:30:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,17:45:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,18:00:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,18:15:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,18:30:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,18:45:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,19:00:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,19:15:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,19:30:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,19:45:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,20:00:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,20:15:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,20:30:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,20:45:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,21:00:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,21:15:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,21:30:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,21:45:00,Weekday,A,Southbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,06:00:00,Weekday,A,Southbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,06:15:00,Weekday,A,Southbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,06:30:00,Weekday,A,Southbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,06:45:00,Weekday,A,Southbound,n/a,Private cycles,2
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,07:00:00,Weekday,A,Southbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,07:15:00,Weekday,A,Southbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,07:30:00,Weekday,A,Southbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,07:45:00,Weekday,A,Southbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,08:00:00,Weekday,A,Southbound,n/a,Private cycles,2
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,08:15:00,Weekday,A,Southbound,n/a,Private cycles,5
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,08:30:00,Weekday,A,Southbound,n/a,Private cycles,2
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,08:45:00,Weekday,A,Southbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,09:00:00,Weekday,A,Southbound,n/a,Private cycles,2
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,09:15:00,Weekday,A,Southbound,n/a,Private cycles,2
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,09:30:00,Weekday,A,Southbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,09:45:00,Weekday,A,Southbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,10:00:00,Weekday,A,Southbound,n/a,Private cycles,2
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,10:15:00,Weekday,A,Southbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,10:30:00,Weekday,A,Southbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,10:45:00,Weekday,A,Southbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,11:00:00,Weekday,A,Southbound,n/a,Private cycles,3
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,11:15:00,Weekday,A,Southbound,n/a,Private cycles,2
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,11:30:00,Weekday,A,Southbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,11:45:00,Weekday,A,Southbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,12:00:00,Weekday,A,Southbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,12:15:00,Weekday,A,Southbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,12:30:00,Weekday,A,Southbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,12:45:00,Weekday,A,Southbound,n/a,Private cycles,2
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,13:00:00,Weekday,A,Southbound,n/a,Private cycles,2
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,13:15:00,Weekday,A,Southbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,13:30:00,Weekday,A,Southbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,13:45:00,Weekday,A,Southbound,n/a,Private cycles,2
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,14:00:00,Weekday,A,Southbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,14:15:00,Weekday,A,Southbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,14:30:00,Weekday,A,Southbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,14:45:00,Weekday,A,Southbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,15:00:00,Weekday,A,Southbound,n/a,Private cycles,2
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,15:15:00,Weekday,A,Southbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,15:30:00,Weekday,A,Southbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,15:45:00,Weekday,A,Southbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,16:00:00,Weekday,A,Southbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,16:15:00,Weekday,A,Southbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,16:30:00,Weekday,A,Southbound,n/a,Private cycles,2
2015 Q2 spring (Apr-Jun),ML1576,17/10/2014,Dry,16:45:00,Weekday,A,Southbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,17:00:00,Weekday,A,Southbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,17:15:00,Weekday,A,Southbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,17:30:00,Weekday,A,Southbound,n/a,Private cycles,2
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,17:45:00,Weekday,A,Southbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,18:00:00,Weekday,A,Southbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,18:15:00,Weekday,A,Southbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,18:30:00,Weekday,A,Southbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,18:45:00,Weekday,A,Southbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,19:00:00,Weekday,A,Southbound,n/a,Private cycles,2
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,19:15:00,Weekday,A,Southbound,n/a,Private cycles,3
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,19:30:00,Weekday,A,Southbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,19:45:00,Weekday,A,Southbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,20:00:00,Weekday,A,Southbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,20:15:00,Weekday,A,Southbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,20:30:00,Weekday,A,Southbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,20:45:00,Weekday,A,Southbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,21:00:00,Weekday,A,Southbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,21:15:00,Weekday,A,Southbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,21:30:00,Weekday,A,Southbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1576,13/10/2014,Rain,21:45:00,Weekday,A,Southbound,n/a,Private cycles,0
2015 Q2 spring (Apr-Jun),ML1577,29/09/2014,Dry,06:00:00,Weekday,A,Eastbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1577,29/09/2014,Dry,06:15:00,Weekday,A,Eastbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1577,29/09/2014,Dry,06:30:00,Weekday,A,Eastbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1577,29/09/2014,Dry,06:45:00,Weekday,A,Eastbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1577,29/09/2014,Dry,07:00:00,Weekday,A,Eastbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1577,29/09/2014,Dry,07:15:00,Weekday,A,Eastbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1577,29/09/2014,Dry,07:30:00,Weekday,A,Eastbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1577,29/09/2014,Dry,07:45:00,Weekday,A,Eastbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1577,29/09/2014,Dry,08:00:00,Weekday,A,Eastbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1577,29/09/2014,Dry,08:15:00,Weekday,A,Eastbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1577,29/09/2014,Dry,08:30:00,Weekday,A,Eastbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1577,29/09/2014,Dry,08:45:00,Weekday,A,Eastbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1577,29/09/2014,Dry,09:00:00,Weekday,A,Eastbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1577,29/09/2014,Dry,09:15:00,Weekday,A,Eastbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1577,29/09/2014,Dry,09:30:00,Weekday,A,Eastbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1577,29/09/2014,Dry,09:45:00,Weekday,A,Eastbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1577,29/09/2014,Dry,10:00:00,Weekday,A,Eastbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1577,29/09/2014,Dry,10:15:00,Weekday,A,Eastbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1577,29/09/2014,Dry,10:30:00,Weekday,A,Eastbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1577,29/09/2014,Dry,10:45:00,Weekday,A,Eastbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1577,29/09/2014,Dry,11:00:00,Weekday,A,Eastbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1577,29/09/2014,Dry,11:15:00,Weekday,A,Eastbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1577,29/09/2014,Dry,11:30:00,Weekday,A,Eastbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1577,29/09/2014,Dry,11:45:00,Weekday,A,Eastbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1577,29/09/2014,Dry,12:00:00,Weekday,A,Eastbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1577,29/09/2014,Dry,12:15:00,Weekday,A,Eastbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1577,29/09/2014,Dry,12:30:00,Weekday,A,Eastbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1577,29/09/2014,Dry,12:45:00,Weekday,A,Eastbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1577,29/09/2014,Dry,13:00:00,Weekday,A,Eastbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1577,29/09/2014,Dry,13:15:00,Weekday,A,Eastbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1577,29/09/2014,Dry,13:30:00,Weekday,A,Eastbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1577,29/09/2014,Dry,13:45:00,Weekday,A,Eastbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1577,30/09/2014,Dry,14:00:00,Weekday,A,Eastbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1577,30/09/2014,Dry,14:15:00,Weekday,A,Eastbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1577,30/09/2014,Dry,14:30:00,Weekday,A,Eastbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1577,30/09/2014,Dry,14:45:00,Weekday,A,Eastbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1577,30/09/2014,Dry,15:00:00,Weekday,A,Eastbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1577,30/09/2014,Dry,15:15:00,Weekday,A,Eastbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1577,30/09/2014,Dry,15:30:00,Weekday,A,Eastbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1577,30/09/2014,Dry,15:45:00,Weekday,A,Eastbound,n/a,Cycle hire bikes,0
2015 Q2 spring (Apr-Jun),ML1577,30/09/2014,Dry,16:00:00,Weekday,A,Eastbound,n/a,Cycle hire bikes,0
